matchId,playerid,total_distance_session,sprint_distance_session
5551829,397797,2279.896,91.6276
5551829,365851,9689.7739,112.2769
5551829,566174,8918.3883,104.9621
5551829,676942,9966.0067,180.4873
5551829,418995,1423.0382,
5551829,95297,1928.8725,8.7188
5551829,252295,1371.3286,39.7629
5551829,810076,3563.6437,70.7506
5551829,560919,6218.5915,89.4372
5551829,810078,6650.6182,133.8286
5551829,518047,6208.5084,101.6688
5551829,256590,6263.8289,34.6249
5551829,658751,8411.0148,101.4546
5551829,564824,10338.2517,247.0905
5551829,507639,10229.0511,95.6763
5551829,365823,10850.0303,88.0721
5551829,363996,3443.3478,93.6755
5551829,418989,3488.2406,
5551829,299280,9731.4498,275.4572
5551829,735117,9233.2649,351.3654
5551829,499639,3252.9554,75.2841
5551829,287789,3379.1081,94.8713
5551829,499652,2068.3185,10.0413
5551824,137668,9121.5442,128.9645
5551824,511760,4429.7166,38.8246
5551824,499650,5215.2904,120.9718
5551824,937673,8410.8027,154.9365
5551824,365843,10669.6113,251.4969
5551824,542161,9194.0593,164.8253
5551824,37896,4523.7791,
5551824,638230,8707.2497,27.0768
5551824,358618,1660.3878,45.672
5551824,365813,10593.6081,31.6075
5551824,296075,10047.3769,112.733
5551824,377628,10371.1428,104.4655
5551824,94798,1001.3809,20.8038
5551824,299286,5312.0023,140.3535
5551824,412160,4916.4732,37.5401
5551824,602183,6719.4097,77.8662
5551824,145426,7628.1272,62.1643
5551824,420065,9262.2549,154.58
5551824,612083,9261.0556,34.5706
5551824,419808,9446.0887,166.8636
5551824,561135,9599.5667,140.9458
5551824,645536,9587.6853,198.4764
5551824,285822,9851.9905,215.2729
5551824,645408,2948.7507,65.0503
5551824,702574,3653.5088,81.3727
5551824,269986,9690.5506,87.25
5551824,645526,8911.8322,101.5708
5551824,561667,950.9579,9.4695
5551825,501250,3237.2109,96.1548
5551825,658719,8654.09,169.3697
5551825,14730,6835.744,128.6358
5551825,362493,6918.7943,75.5346
5551825,557350,8062.6394,252.4687
5551825,608763,9312.4638,165.5135
5551825,527935,8729.9399,205.273
5551825,419865,4439.6647,5.5439
5551825,120911,2769.7176,77.9442
5551825,285522,10081.8153,47.2246
5551825,288848,7850.6784,79.5395
5551825,299321,7730.9944,53.322
5551825,494578,941.549,
5551825,257185,2583.0926,3.1390000000000002
5551825,688423,7366.5522,128.897
5551825,95029,7473.1794,23.1096
5551825,94993,6755.9645,32.9401
5551825,414341,7552.7773,85.8
5551825,513251,7708.679,271.7644
5551825,94831,7925.6892,112.8564
5551825,365834,9284.2542,140.80180000000001
5551825,14749,9112.1668,214.8013
5551825,95010,9539.1257,215.7089
5551825,299318,986.5304,4.2401
5551825,499649,3240.2656,47.627
5551825,528833,9179.3814,91.1429
5551825,94764,9927.7412,232.2455
5551825,256592,1969.2989,38.1326
5551825,299282,3515.5694,121.0417
5551822,658718,6233.311,239.8054
5551822,419825,8888.441,157.5652
5551822,494375,10173.2787,313.1642
5551822,765332,8390.3853,172.3048
5551822,513245,9720.9036,180.0848
5551822,658465,10182.9903,194.4387
5551822,254647,9154.0067,153.4208
5551822,730479,9078.7385,81.5765
5551822,900115,724.7665,9.941
5551822,645513,2094.3657,69.3952
5551822,810046,9750.393,245.1792
5551822,900111,11421.6037,123.9238
5551822,810002,2651.6949,103.2566
5551822,658752,4200.7582,80.884
5551822,492021,9067.6466,170.2437
5551822,588927,7275.5015,199.7298
5551822,94959,6915.6027,271.874
5551822,419009,9190.0068,45.2739
5551822,418996,10508.7275,139.2185
5551822,299313,11285.5336,154.1548
5551822,215419,9550.648,87.759
5551822,599064,10490.6354,377.0903
5551822,94704,9021.2418,160.4882
5551822,419834,9135.4464,68.6047
5551822,883090,1597.8216,11.3711
5551822,671176,704.0976,54.8767
5551822,44445,2336.9818,58.3352
5551822,751774,2488.9828,45.8822
5551823,1049557,11299.6457,216.0794
5551823,599055,11674.5256,159.8116
5551823,654813,8209.2533,260.7632
5551823,254774,8613.6428,41.1072
5551823,145469,11004.5469,182.9701
5551823,645334,11052.3723,128.5121
5551823,368719,10050.6058,234.8838
5551823,478522,5271.5397,
5551823,136360,9891.2538,127.9535
5551823,645366,10788.4611,270.4005
5551823,678897,3224.0792,55.3385
5551823,137656,371.6998,2.2454
5551823,676886,2991.3137,88.9417
5551823,254714,10253.8205,206.1163
5551823,94928,7382.7741,42.314
5551823,107539,8342.7922,45.2647
5551823,419832,9439.5524,149.2802
5551823,361584,8336.1176,413.6302
5551823,657907,10488.4986,132.9124
5551823,810106,10318.1202,336.5608
5551823,658702,11768.8535,192.3189
5551823,48829,8877.5363,102.0931
5551823,730462,1479.6507,79.1625
5551823,661776,2462.892,58.4804
5551823,656453,11182.3477,56.4748
5551823,418973,9992.1094,118.8706
5551823,574999,1506.1231,33.2051
5551823,845168,3758.3809,217.9483
5551823,677015,2142.6392,20.6011
5551821,258574,8416.8926,247.8465
5551821,494192,8699.0569,101.6029
5551821,1049523,9072.4572,167.4566
5551821,672092,7587.5964,178.5654
5551821,94814,8386.9148,103.4015
5551821,900133,8961.9536,174.0866
5551821,400297,8866.3533,90.5642
5551821,645545,10053.2062,284.6228
5551821,299314,9214.7606,5.5953
5551821,560494,860.886,
5551821,798358,9936.7807,228.6582
5551821,810092,2507.9862,55.7159
5551821,560932,1593.5522,17.7707
5551821,677340,1521.6099,93.9811
5551821,492588,6265.1878,161.5398
5551821,727058,8400.8362,294.1331
5551821,254666,6653.7407,81.7526
5551821,48257,7811.6125,141.4143
5551821,561895,9741.8369,186.3053
5551821,41125,8383.2984,192.3123
5551821,566176,9340.7253,60.2339
5551821,419841,8039.0468,54.1068
5551821,299328,9988.1921,161.1816
5551821,478528,9776.5216,251.6279
5551821,369746,1935.9447,53.5858
5551821,215429,3344.1937,33.968
5551821,924418,3877.0995,76.1657
5551821,602154,1140.3788,28.6475
5551821,586388,2063.5356,70.764
5551761,494002,3880.1197,45.6288
5551761,299270,9416.1259,180.5966
5551761,433845,9155.2236,67.5487
5551761,365937,7208.5156,231.1753
5551761,294861,10013.1408,139.8659
5551761,94718,11704.035,237.0652
5551761,251151,9647.9115,228.4203
5551761,658711,2263.3774,15.0252
5551761,561882,10438.3362,120.074
5551761,406930,10407.9472,368.2624
5551761,137665,11039.8338,28.3425
5551761,8060,3480.7077,153.1181
5551761,43494,6371.3028,129.487
5551761,809999,2416.3597,17.0177
5551761,374528,7135.059,216.3456
5551761,808155,6468.8311,83.5644
5551761,494211,5022.9487,
5551761,136542,6337.0322,37.6652
5551761,365852,11430.0283,279.3426
5551761,810066,10148.1012,169.7274
5551761,602138,10285.7793,262.212
5551761,486833,11136.6558,187.8601
5551761,95324,9917.4052,168.6106
5551761,594421,10657.7963,245.2448
5551761,499644,3660.4724,92.5103
5551761,871384,4094.9669,91.9398
5551761,494222,10779.3033,153.9868
5551819,419834,7239.564,98.4942
5551819,94704,7946.0467,205.6695
5551819,94959,6471.0775,231.7779
5551819,419009,9064.881,51.245
5551819,492021,9242.8507,163.3505
5551819,599064,10911.4688,281.3076
5551819,751774,9784.0834,103.1265
5551819,671176,3376.4838,59.4241
5551819,299313,11193.2707,132.7633
5551819,418996,10427.8418,262.459
5551819,215419,9616.679,101.0044
5551819,883090,2025.5368,36.9973
5551819,752512,2310.1556,100.3641
5551819,44445,1957.0297,16.2584
5551819,145361,9021.7337,106.8433
5551819,95449,9927.3351,121.2625
5551819,645446,7370.2922,169.9608
5551819,677038,8671.4289,231.3322
5551819,43027,9087.8539,244.052
5551819,95238,10313.7369,199.9089
5551819,607433,11051.7308,163.9338
5551819,810126,2086.1346,49.183
5551819,645530,9076.1605,119.2018
5551819,644710,7967.7485,134.6253
5551819,165441,10816.4821,344.8626
5551819,494385,1020.1569,20.1231
5551819,94646,2155.7772,6.5645
5551819,527305,3648.8826,30.3047
5551819,145394,958.2936,
5551817,95580,4842.1338,92.7391
5551817,900099,4749.058,13.8999
5551817,603322,8482.3135,90.3124
5551817,578392,9526.2432,110.26
5551817,299292,9889.8549,322.2943
5551817,493181,10994.9082,161.5451
5551817,137661,9541.6434,87.3037
5551817,365827,9983.1312,239.8154
5551817,1049476,10815.7907,225.4041
5551817,602161,11098.9747,335.9071
5551817,94828,1732.3878,42.9647
5551817,128607,5405.3323,128.593
5551817,658026,5313.103,172.6222
5551817,137656,9658.325,49.8535
5551817,645334,6415.9519,50.6624
5551817,1049557,8738.4894,247.1828
5551817,654813,9242.7168,261.7627
5551817,599055,10784.3458,77.1509
5551817,145469,9835.2605,174.3963
5551817,368719,8911.8255,189.3789
5551817,645366,10002.1256,232.2685
5551817,136360,9287.7111,70.5416
5551817,254774,11093.6976,116.722
5551817,678897,1798.9048,15.9539
5551817,676886,1789.4583,48.4264
5551817,524970,4118.9652,205.7258
5551818,299295,8283.941,78.3043
5551818,144294,5879.9923,100.7496
5551818,365819,6385.2885,81.2271
5551818,896333,8773.5374,281.1743
5551818,20517,8732.9476,116.189
5551818,928464,11104.3775,303.4393
5551818,94751,9315.525,51.7865
5551818,654655,10819.3878,62.4404
5551818,373480,9798.1958,51.2771
5551818,494212,11347.2941,156.4028
5551818,600778,1922.3219,51.3587
5551818,165445,3133.7215,5.2083
5551818,789009,4972.1777,235.6671
5551818,658024,4355.5968,80.7569
5551818,602172,1980.8579,
5551818,137668,7075.2147,125.5912
5551818,638230,9245.7833,167.4454
5551818,94798,7729.203,105.6624
5551818,365843,10871.3276,381.6481
5551818,377628,10946.7065,198.6812
5551818,296075,9640.7253,39.9126
5551818,365813,10149.2881,66.3464
5551818,499650,9707.0101,222.7002
5551818,358618,1148.8656,35.5705
5551818,937673,10004.6761,194.7413
5551818,511760,9126.1301,150.1269
5551818,809978,318.0097,
5551818,542161,4047.1665,28.4907
5551818,419831,1149.8457,31.4599
5551818,299286,4401.7068,119.1633
5551820,501250,8809.9488,96.7991
5551820,557350,7628.6711,260.7373
5551820,658719,8048.0206,454.4319
5551820,608763,8978.3464,164.4115
5551820,527935,9449.0897,186.7406
5551820,14730,9091.0435,277.9178
5551820,362493,10775.9206,144.3179
5551820,419865,5367.8652,
5551820,288848,8812.4619,78.4782
5551820,285522,10900.4683,90.9835
5551820,299321,8983.9533,111.2814
5551820,609253,1317.7256,22.9017
5551820,120911,1388.4986,29.1876
5551820,688423,2703.2652,46.6834
5551820,95001,3120.0169,10.0366
5551820,419815,2320.3974,24.5016
5551820,416959,8185.6005,234.7296
5551820,299319,8085.0506,80.453
5551820,299278,5494.272,145.9357
5551820,494350,7972.6512,118.5536
5551820,253836,9936.6975,211.7252
5551820,534326,9325.0951,61.5918
5551820,937675,10652.2452,199.286
5551820,345673,10525.8759,357.764
5551820,365898,2388.7924,46.998
5551820,363816,10720.9902,203.7153
5551820,437639,10272.4472,183.2378
5551820,534330,3121.6482,9.9559
5551820,489828,5242.4487,153.7985
5551820,494201,3141.1402,127.9869
5551816,727058,8075.8822,336.4407
5551816,607429,7372.0836,283.2686
5551816,48257,7870.8102,216.1915
5551816,561895,8631.0444,84.52590000000001
5551816,41125,8280.0441,84.2165
5551816,299328,10249.186,122.9277
5551816,566176,10798.692,93.8603
5551816,478528,8933.1236,330.7997
5551816,419806,1279.315,24.0742
5551816,215429,1406.3084,39.7506
5551816,492588,9398.7712,103.3011
5551816,419841,7892.8261,38.8326
5551816,254666,2983.1474,121.3953
5551816,369746,2328.7029,108.6695
5551816,586388,3014.4494,75.7951
5551816,810076,5747.3102,75.4834
5551816,397797,8467.4485,212.7813
5551816,95004,4832.013,36.0992
5551816,418995,8515.4541,48.1097
5551816,611074,8625.2448,54.3822
5551816,676945,10895.7299,112.2924
5551816,730725,8514.55,232.7665
5551816,598595,8945.5668,238.3217
5551816,599059,2062.4621,46.7847
5551816,676942,9942.8751,143.1292
5551816,566174,9149.1357,92.672
5551816,252295,1348.599,0.8358
5551816,937672,2369.5853,36.5703
5551816,365851,4884.8001,72.3569
5551816,95262,5205.9603,154.3576
5551815,513251,6796.5813,233.1675
5551815,94993,8160.1925,91.7205
5551815,528833,6284.1957,94.8612
5551815,95029,7704.9472,117.3473
5551815,14749,9702.0402,130.5269
5551815,94764,8910.2175,279.5859
5551815,94831,9844.7445,194.9347
5551815,365834,8290.8972,96.8265
5551815,489061,1865.4724,59.0657
5551815,414341,9296.9676,67.2514
5551815,95010,9923.5438,79.7692
5551815,299282,2123.9691,41.8489
5551815,256592,2369.2786,43.3291
5551815,299318,3364.0871,75.6051
5551815,499649,3479.4421,81.75
5551815,48829,5952.8549,167.7904
5551815,658702,6836.2299,55.1763
5551815,107539,7370.3029,101.7657
5551815,1045964,5499.212,55.7553
5551815,727061,9974.5182,91.5202
5551815,810109,9622.1881,218.0978
5551815,418973,9216.4619,186.0872
5551815,810106,10160.0872,126.568
5551815,560950,9921.4715,134.2801
5551815,419832,1709.8791,29.5943
5551815,656453,2811.3901,20.7455
5551815,361584,2993.2033,189.9615
5551815,845168,3305.0935,87.1478
5551815,574999,4791.5573,22.9714
5551813,256590,8043.653,158.407
5551813,365823,9972.8882,147.7617
5551813,560919,9274.017,221.53
5551813,810078,8081.156,173.8248
5551813,518047,10490.6375,226.3912
5551813,658751,11164.4333,271.3547
5551813,507639,10152.8663,170.2682
5551813,564824,9951.6037,268.0277
5551813,735117,9145.2626,298.2519
5551813,418989,1452.3235,49.9757
5551813,499639,1966.4188,43.6198
5551813,287789,2592.9816,25.0083
5551813,299280,9770.8559,208.6665
5551813,733097,4815.4583,61.4205
5551813,742783,9271.4215,222.4442
5551813,94884,8334.2382,119.3228
5551813,95546,9373.2396,28.9254
5551813,137672,9894.6022,442.7129
5551813,654668,10170.8624,152.5656
5551813,752148,10060.1509,193.9157
5551813,527304,10138.8109,58.1167
5551813,564825,10293.0109,200.5136
5551813,95492,10700.3051,141.9503
5551813,814234,946.1023,6.9758
5551813,1049500,1377.5703,28.4387
5551813,654814,2560.7945,
5551813,418997,4977.2605,146.4848
5551814,296157,5453.2275,9.5837
5551814,420065,8862.6577,231.2516
5551814,269986,8519.4064,151.7601
5551814,145426,10567.8219,43.5416
5551814,419808,9795.8964,155.0167
5551814,285822,9343.4461,174.0237
5551814,645536,10729.5746,228.3985
5551814,561135,9975.4874,45.5034
5551814,94731,1555.4165,13.9661
5551814,612083,11132.7423,43.785
5551814,94987,5305.7797,
5551814,645526,9321.3236,82.8122
5551814,702574,1811.1794,36.3342
5551814,561667,1013.8313,
5551814,95545,808.4562,
5551814,602183,5576.7594,105.7273
5551814,437322,7806.1487,201.5564
5551814,726976,8020.2148,146.5134
5551814,48922,6442.2874,79.0775
5551814,215411,7042.8307,232.5367
5551814,730467,9542.6898,170.9424
5551814,95364,10677.8692,82.4862
5551814,54494,8926.557,109.4331
5551814,809505,10787.3417,152.4631
5551814,656519,3184.7195,68.4089
5551814,727064,9228.2948,100.384
5551814,94963,4879.1725,
5551814,285529,10720.4759,161.3251
5551814,94695,2424.9536,91.8913
5551814,709,2818.8754,28.6346
5551814,94830,1360.7946,
5551814,658566,2675.4717,12.9892
5551812,602138,7470.8851,164.5944
5551812,136542,7546.5888,156.2741
5551812,594421,7816.7256,213.0122
5551812,365852,7755.4488,109.4238
5551812,494222,9330.5384,197.1123
5551812,486833,10118.9656,333.1395
5551812,95324,8961.7889,149.2512
5551812,810066,8744.2325,181.1247
5551812,145415,8721.9509,61.7207
5551812,513069,10422.1888,233.3313
5551812,514677,2137.0064,51.7762
5551812,46866,2429.3864,6.2511
5551812,871384,2195.6026,20.6857
5551812,499644,1582.3549,9.6337
5551812,808155,2995.4003,107.2859
5551812,900115,5328.5124,76.8821
5551812,810002,5398.5764,109.6405
5551812,419825,8987.2338,146.3463
5551812,730479,6754.8285,117.9357
5551812,658465,9332.7543,177.7648
5551812,645513,9302.0091,142.9396
5551812,494375,9648.959,132.0072
5551812,513245,9942.3109,236.98
5551812,213278,4929.1823,9.3183
5551812,614583,10912.2229,167.3556
5551812,598119,2285.3498,7.6341
5551812,645546,3636.4244,37.9375
5551812,765332,5269.7718,112.4008
5551812,810046,9242.3337,232.1618
5551812,658718,5452.0804,115.4213
5551811,8060,6086.3603,192.8696
5551811,299270,10402.527,242.2312
5551811,433845,6500.464,50.9693
5551811,251151,8783.6646,88.5691
5551811,94718,10385.9115,173.1217
5551811,294861,8502.743,106.7577
5551811,137665,10570.5129,94.0988
5551811,494002,9729.2433,180.7552
5551811,658711,3954.5448,4.1892
5551811,561882,9031.6834,85.6031
5551811,406930,9405.7143,278.3366
5551811,254631,5217.3191,21.4985
5551811,365937,3716.2157,49.0495
5551811,672092,8933.227,284.8967
5551811,645545,8714.649,204.6817
5551811,258574,9906.9773,366.5894
5551811,299314,9170.6087,53.5615
5551811,400297,8518.9736,36.2796
5551811,94814,8738.9623,82.8094
5551811,1049523,10376.8568,253.3576
5551811,560494,169.6441,
5551811,900133,10157.7199,298.5812
5551811,798358,9287.6464,188.7887
5551811,560932,10667.74,118.0814
5551811,494192,845.2693,
5551811,810135,995.119,69.1625
5551811,810092,2024.1817,72.6816
5551811,677340,1811.2873,30.7305
5551810,145397,2750.1058,20.3611
5551810,810039,4924.3193,35.2869
5551810,419006,6769.7029,172.5161
5551810,489814,7079.9159,127.4406
5551810,299319,8777.8614,92.0653
5551810,489828,10545.6005,426.1042
5551810,363816,10083.2147,383.6128
5551810,937675,10306.7606,232.9336
5551810,345673,3912.2933,109.4926
5551810,253836,5049.5022,77.3807
5551810,534330,10863.6515,151.7549
5551810,437639,9497.0572,167.0705
5551810,534326,1827.2978,19.6198
5551810,494201,3969.1561,55.1119
5551810,494350,7095.3519,97.0467
5551810,727058,8800.1344,285.8039
5551810,215429,8246.9725,113.9758
5551810,607429,10213.8038,275.59
5551810,566176,10075.085,41.5738
5551810,299328,10511.0197,204.4387
5551810,492588,10871.2747,193.1035
5551810,419841,9048.0168,52.9742
5551810,48257,10031.8607,255.1526
5551810,478528,10766.1988,253.1747
5551810,419806,10646.9014,142.0968
5551810,924418,713.1556,55.9767
5551810,561895,2020.5019,45.3222
5551810,254666,2462.2036,54.0298
5551809,658702,9476.5911,208.36
5551809,48829,4632.9831,101.1403
5551809,1045964,8363.1473,263.6593
5551809,25412,8948.5434,58.1914
5551809,107539,9492.9247,161.4144
5551809,727061,10471.0155,404.8703
5551809,418973,10096.0367,353.8107
5551809,656453,11349.3451,84.6864
5551809,810109,9465.0616,225.9604
5551809,560950,11282.7135,178.7455
5551809,361584,3136.8746,131.9005
5551809,845168,999.6827,53.9806
5551809,657907,2010.1365,48.9707
5551809,730462,5245.2114,189.3138
5551809,418987,2391.7051,58.4743
5551809,257942,6499.8809,186.0588
5551809,671176,7009.5927,176.7568
5551809,299313,7732.8748,84.1363
5551809,599064,11504.044,510.0842
5551809,494156,9344.8579,230.7379
5551809,492021,9967.699,180.662
5551809,588927,9639.9039,124.4799
5551809,419009,11168.3828,45.5087
5551809,418996,11028.8909,131.5868
5551809,94704,1801.0012,51.1311
5551809,94772,4104.7947,45.3876
5551809,94959,3977.4861,190.8757
5551809,419834,3501.0018,146.7678
5551809,215419,8345.4686,149.7961
5551808,810046,7864.8292,169.8862
5551808,658465,10396.5273,220.3038
5551808,419825,10520.2589,126.5917
5551808,254647,8856.1214,92.0381
5551808,645513,9723.9273,111.1206
5551808,494375,10469.5102,426.2894
5551808,598032,11163.8809,228.7916
5551808,765332,3076.5466,166.3513
5551808,900111,11086.724,230.9978
5551808,614583,12045.6401,149.9043
5551808,810002,10988.9042,179.5981
5551808,645546,852.9096,
5551808,409893,650.0069,17.3514
5551808,730479,1501.8032,39.4724
5551808,564825,5783.5625,139.902
5551808,654668,5273.347,95.1583
5551808,814234,7843.2773,145.3204
5551808,137672,8439.6525,284.2829
5551808,95546,10785.302,107.1012
5551808,427812,10369.1191,322.9723
5551808,527304,9686.8571,120.5572
5551808,385564,10249.9096,346.1686
5551808,1049500,1844.8027,63.863
5551808,349688,4908.2665,59.1349
5551808,95492,11111.2058,215.0524
5551808,752148,10591.7431,371.5511
5551808,598052,872.6467,14.3906
5551808,654814,2401.9563,
5551808,418997,4597.3548,62.4487
5551807,256590,7653.7099,162.7653
5551807,658751,8734.4145,143.2599
5551807,518047,7812.7745,172.2485
5551807,507639,10772.7532,155.8105
5551807,810078,10059.6647,357.5102
5551807,564824,10467.7011,368.6346
5551807,494190,9675.4777,186.8219
5551807,365823,11626.9324,129.9899
5551807,560919,10303.6302,320.5018
5551807,735117,9668.074,354.4749
5551807,896339,3149.1028,123.9642
5551807,499652,2978.7077,97.012
5551807,418989,3372.789,73.7766
5551807,296157,7877.2835,41.047
5551807,420065,7362.4575,202.1448
5551807,285822,9075.2953,293.1382
5551807,269986,9436.0992,344.7456
5551807,419808,9337.7909,89.7586
5551807,145426,10929.4571,75.1725
5551807,561135,9871.2384,203.5669
5551807,612083,10471.5235,106.8543
5551807,645526,9039.1299,45.6273
5551807,95000,2880.1011,90.2218
5551807,658710,10620.413,201.564
5551807,602183,1185.9364,13.3718
5551807,419818,1445.1766,50.8659
5551807,94731,2847.6946,149.0125
5551806,215411,4971.9113,204.9108
5551806,809505,8031.1539,157.1344
5551806,370748,9132.0329,403.9443
5551806,95364,5452.6348,11.5708
5551806,726976,10340.1425,236.3882
5551806,56631,8548.6351,39.7117
5551806,54494,8846.0398,34.3504
5551806,437322,9924.38,282.342
5551806,285529,10330.2992,165.0454
5551806,656519,1922.1485,82.6421
5551806,252473,5588.7048,49.2102
5551806,137670,5265.4204,63.9099
5551806,48922,9584.0592,349.489
5551806,730467,3026.5407,62.0047
5551806,95029,7363.4571,105.4157
5551806,513251,7236.6252,111.8577
5551806,414341,8216.4882,126.409
5551806,365834,9049.3715,149.7856
5551806,94993,10959.1635,151.721
5551806,528833,9444.5023,208.4043
5551806,14749,10428.6266,289.4878
5551806,95010,11310.2525,249.4501
5551806,489061,1698.3978,45.7937
5551806,299318,3161.4681,134.5669
5551806,94764,10687.3154,240.8458
5551806,94831,9496.3321,58.6613
5551806,602213,1504.0584,30.9194
5551806,499649,4383.0185,85.7674
5551803,900099,5088.5281,149.4398
5551803,365827,8331.7216,96.7927
5551803,95580,7290.7088,85.7047
5551803,603322,8335.7479,62.4336
5551803,137661,8678.025,73.3082
5551803,299292,9261.125,223.0991
5551803,493181,10002.1674,130.362
