"statsbomb_id","wyscout_id"
4629,12809
4260,12814
1891,12811
1897,12823
1885,12803
4652,12796
1881,12800
1890,12807
1892,12812
1884,12801
1894,12819
1889,12810
1895,12822
1888,12806
4654,12808
1882,12799
1886,12804
1880,12798
4631,12816
4609,12877
